id,post,label,target
7565117_gab,i wonder if this jewish teacher argued to dismiss the case against him because the talmud clearly states that goyim children were not human of course they bring the muzzies partly because these mohammedan degenerates have no problem what so ever with this sort of outrageous behaviour,1,Islam
20820201_gab,and trump loves it he is a kike puppet,1,Jewish
13721631_gab,for different reasons the conservative labour parties support mass 3 rd world immigration while ukip prefer paki moslem immigrants as long as they speak english over white christian europeans who may not be as fluent in english as them britain is crying out for a pro white political party,1,Other
1178631747426086914_twitter,she killing it,0,None
1178807964829810688_twitter,my middle and pointer finger nails broke so now i really do look like a lesbian,1,Women
1179096172738338818_twitter,so why wasn t i watching queer eye earlier obsessed,0,None
1178287461560127489_twitter,u niggers r coonin for that kanye shit,1,African
1179081958485217280_twitter,<user> <user> <user> ok i understand but if you were raped you are aware what happened so why not take plan b asap after these unwanted instances,0,None
1179097928503365632_twitter,<user> <user> <user> <user> americans come before illegal aliens trump seems to be the only politician who believes this,0,None
8057104_gab,true dat if you take your daughter to see this little spic whore and her troop of gyrating stage baboons you already put her on the road to death and depravity ahmed just sped things up,1,Other
20111315_gab,one hell of a nigger picnic,1,African
11289581_gab,ahem that nigger with trump hat you right wing sjw,1,African
27728689_gab,the nigger con taking the gun from the jumped up meter maid and killing her the white male cop is classic proof of the real world lethality of the feminist poison injected by the god damned kikes into the brains of naive women,1,African
25646413_gab,if nick the spic is white than i am a nigger jew,1,Hispanic
27966227_gab,come on cunt surely you can dig deep into that insult gab handbook and call me a kike again old man hahaahah,1,Jewish
25112559_gab,in other words a muzrat used a cordless drill in an attack,1,Islam
17200054_gab,lol shit tier hasbara yids his boss said use the word yall and this kike goes ultra turbo and drops it every second word oy vey goyim i am a real southerner yall roflmao,1,Jewish
25906761_gab,totally ruined by using a soyboy entertainer married to a kike instead of rowdy roddy piper,1,Jewish
20768601_gab,i heard that sargon is crying like a white nigger about losing his channel,1,Caucasian
1162817977726750721_twitter,that nigga ice give new york niggas a bad rep,0,None
1085450894710370304_twitter,people should not judge muslims fast crime ni crime nyinyi kazi kurusha midomo ety oh ety aa fuck you if you have nothing to say,0,None
1187901870192414725_twitter,prolly heard i was a hoe from a hoe,1,Women
1122688387016687617_twitter,arya is a fucking goat,0,None
1117509252044685318_twitter,<user> jisung hums urging him to continue biting down on his lips to stop the corners of his mouth turning up,0,None
1179099489552027649_twitter,<user> <user> <user> we need the media to quit making everything about race according to them every white person is a white supremacist and yes i blame the media,0,None
14389127_gab,some german economists are advising merkel to delay brexit till <number> in the tacit hope no doubt that corbyn will get in by then and nix it kill that stupid fat dyke merkel and her beta bitch male sycophants,1,Women
1178517146977984512_twitter,<user> <user> <user> duh of course he gonna be famous in south africa but taylor is white as f but still famous in asia aus europe etc even south africa,0,None
1179097703604801537_twitter,<user> haha i was questioning for so long because sometimes i felt physically attracted to men but never sexually but i am now comfortable identifying as queer 💛 ✨,0,None
1179091239125311488_twitter,<user> its because stan twit hates on every white person 💀 💀 💀 like bro its not that serious,0,None
1178696848527314944_twitter,<user> <user> <user> <user> <user> no one leaves home unless home is the mouth of a shark for a long time iraqi asylum seekers and refugees have tried by their hashtag stand with iraqi refugees to tell the world why were they fled iraq live unbearable wait to reach resettlement countries,0,None
1179040613242523648_twitter,<user> you should have just asked them one question why are christian and hindu girls abducted raped and converted to islam forcibly in pakistan and why is the government not able to stop jihadis from doing that continuously despite their own pm acknowledging it publicly,0,None
1179042058851569664_twitter,<user> a person can have fun and also have been raped before those are not mutually exclusive and one has no bearing on the other the fuck is wrong with people,0,None
1178933618825220096_twitter,terrorists already take in our children to train them this is a one way trip for them if all it takes is to have children to get back in the u k then every woman terrorist will be swinging their burka around their head shouting come on big boy gmb,1,Other
21009414_gab,on a related note i challenge anyone to find a picture of a negroid or spic having created such a lovely structure as that sand castle does not exist can not be done it not a big thing that gets us here it the <number> million little things that burst the dam,1,African
1179002805908062209_twitter,let straights straight and dykes dyke in peace and stop being such an academic fucking sissy show off about every damn thing you are not smart you are annoying sh,0,None
1179089934298185730_twitter,<user> <user> <user> they are the best man the ultimate muslim shoe white ones are doubly good reflective ones triply,0,None
1179094468420497408_twitter,for such a queer campus berkeley undergrads was so heterosexually slow oh my god,0,None
1178305709542236169_twitter,<user> <user> the people who used to believe that in <number> were all white people high on lsd,0,None
21692932_gab,dublin will mirror londonistan moslem rape gangs drug trafficking acid attacks black criminals gangs with horrendous gun exchanges 3 rd worlders sucking social housing welfare dry not working future under this immigrant ireland 2040 plan the death of ireland our shared celtic heritage my ancestors ni ireland <number> death of the irish,1,Other
27033117_gab,seriously get to a therapist or a decent honky tonk bar they can help you,0,None
11456563_gab,maybe now the weirds queers can hear us that we can not stand their vapid anti american anti family anti normal gay tranny pedo pushing bullshit which they interject into every movie tv show we the real people of us want the return of family values altruism justice for all morals normalcy,1,Homosexual
8762820_gab,invade afghanistan we need to destroy countries and steal their resources jew happily rubs hands millions are bombed and die in afghanistan keep going american troops die as well fighting the jews war aw i didnt think our men would die too those damn muzzies <sad>,1,Other
1178775312366276609_twitter,politicians using ss tactics to force illegal refugees on villages towns now dublin is full to brim propaganda calling everyone who questions racist facist populist using media rte etc to get message across threatening families who do not want refugees with force storms ahead,0,None
1178980931408973825_twitter,can you be a student and a hoe at the same time,1,Women
1178861976702849024_twitter,trump has no use for immigrants but dictators are fine wow,0,None
1179102721426763782_twitter,can not stop thinking about the gay rats from arthur i hope they had a good honeymoon,0,None
1178677200389840898_twitter,1 h de retard au work shessh,0,None
4587670_gab,slav girls dance with traditional feminine grace american girls dance with enraged negress fury twerking buttocks like febrile she baboons in heat,1,African
1179054043056021504_twitter,happy birthday to my bad bitch <user> i may hate you but man i have never thought i would still have my bff on my side for the last something years thank you,0,None
1179048964039069703_twitter,me being a faggot on campus,0,None
1179057662165684224_twitter,nothing worse than a ghetto white bitch that says the n word,1,Caucasian
1178242529927614464_twitter,imagine thinking that <user> is a homophobe because he said faggot once lmao could not be me,0,Homosexual
1178896503240196097_twitter,fox news is so desperate to change subject they are now talking about how robert de niro got upset waiting for his ride and how full of white privilege he is and oh how he used to be a good actor wow pitiful wtf tucker,0,None
1178945030498607104_twitter,<user> <user> hi idiot what about ramalingam who kiled by jihadi pigs and by the way he was tamil dalit hindu,0,None
1178913944489955328_twitter,<user> <user> it a parody they wrote it down then sent it to you the only ones who voted were the breitbart staff though the staff are all white supremacy nazis not all of them voted for you suck it up buttercup,0,None
1178223346674098176_twitter,<user> <user> what wrong that she calling them white supremacists when they are literally jewish,0,None
1178508279678414848_twitter,evelyn got white ass parents and grandparents she is not a negro by any means let that shit go,0,None
27545060_gab,i would have taken them down myself fucking queers have no business with the military break a finger nail high heel breaks run in the stocking the ass is not a vigina man sucking another man cock gulping his semen is 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 marines are not queer friendly aids hiv uncureable syphilis really pissed off blasphemy,1,Homosexual
6128665_gab,so about trump taxes and rachel maddow somthing i found on <number> pol anonymous <date> tue <time> no <number> dumb dyke dumb kike dumb dykekike,1,Jewish
17664393_gab,en zo is dar die taqqiya moslim moet gewoon oprottn naar marokko,0,None
3339218_gab,<user> first time twitter deleted a remark i made about the muzzie scum i deleted my account i do not need twitter,1,Islam
1179104605835288577_twitter,my bf informed me that with <date> releases the basic white girls loving psls scarves and fall decorations as if he does not watch football all of saturday and sunday while drinking beer and eat shitty food shouting saturdays are for the boys psh basic white boys,0,None
1179103400862064641_twitter,<user> yeah lil white boy got them moves lol,0,None
1179103344381612032_twitter,mom come pick me up white boys are punching holes in the walls,0,Caucasian
1179103206816784389_twitter,<user> a white boy that can not shoot 😭 i be mad as hell i can shoot better then one of they ass,0,None
1178964068545236992_twitter,<user> but if a white person is singing a song that says nigga in it people get mad why is not this the same with faggot or bitch etc because the n word is used differently than other words it because in context nigga is the exception not the rule,0,None
1178867530363998211_twitter,where tf do pple b finding these fine ass niggers,0,None
14907484_gab,i personally prefer to trigger muzzi outrage they are a cult like scientology,1,Islam
1178852610025111553_twitter,<user> wow porch monkey ur mean,1,African
24747262_gab,guarantee you the muzrat election was rigged,1,Other
1178606174968696833_twitter,<user> no one cares what you say remember when you raped children we do nice platform shoes you wear pu y,0,None
1178775302291501059_twitter,an older vegan lesbian slipped me her number at work today guess my queer status is v obvious 😂,0,None
1179023958374567936_twitter,<user> <user> how about he first faces all the women he raped and groped and abused you demand that too right,0,None
1178867155049295872_twitter,my favorite <user> album is electric circus yeah fuck you too,0,None
1179051284630048768_twitter,acts <number> <number> what the devil created white people have done all over the world to this very hour the white devil armies of trump marching all over this world doing the bidding of satan in america and devil israel of satan murdering killing slaughtering the dark skinned,0,None
1178920631338881024_twitter,<user> <user> <user> <user> meh call it what you will women still need to be protected from homosexuals usurping their traditional spaces,0,None
1178676586285015040_twitter,<user> would ya get a load of this nigger lmao,0,None
1178384660122030080_twitter,playing the most niggery of music on the way to work to compensate for working for the white man,0,African
1178815533560602624_twitter,you all asking that white ass man to press hope about the cns twists is the equivalent to when jay park spoke to white ass man <number>,0,None
11368611_gab,two gay guys living together and pooling their resources you know have more resources also before everygaycouple started adopting non verbal special needs niglet boys none cared about the quality of schools the only gays i know that adopted a girl other than on modern family adopted a niece,0,None
23781633_gab,nick fuentes is a filthy spic,1,Hispanic
1179052456732266496_twitter,<user> <user> <user> i could make the same argument to you whacko like sherm have gone nuts over one facet of this law illegal immigrant but this is about protecting the little guy against slum landlords harassment good citizens do not threaten illegal immigrants they should just call,0,None
3719220_gab,<user> oh that just stinky feet tariq the racist subworm nigger talking,1,African
1179076478144630786_twitter,i always fucking hated when i saw book bonnie gifs with holland roden there technically nothing wrong with it because book bonnie a white redhead but i still hated it,0,None
6296007_gab,i am a disgusting fucking kike who works for the msm sued his own mother and paid for some weird porn shit so i do not have to worry about rules,1,Jewish
15632455_gab,not supposed to say the n word if you are white screw that if this angry bitch is not a nigger than what is that right i asked what not who,1,African
20606774_gab,hey you all ever think about those negro boys up in the north and think of how rich they are ever think about lynching them then buy my new lynch that as dirty as those jew loving nigger boys maga daca iasip pandr assduo asduo assdup asdoijasodij asdoihoiashdoih aosihdoaishd oiahosidhaoishd joaisdaoishd,1,African
27491646_gab,there has not been this much fuss over a minnesota coon since philando castille was shot,1,African
27617445_gab,try resident evil <number> it you against hoards of brain dead nigger zombies so much fun to head shot 😸 😸 😸 😸,1,African
16473812_gab,<user> i am with you all the way but believe all moslem terrorists should be deported in body bags guaranteeing no return 😀 👍,1,Islam
14069717_gab,if euro americans can care for the welfare of whites being hurt in south africa i would truly be a worthless nigger if i ignored their problem as well as my brethren causing said problems your kind words are appreciated though undeserved end,1,African
1171111790282977281_twitter,i think i could dunk on a kangaroo if i really put my mind to it fr posterize that nigga,0,None
1090015383791255552_twitter,and then suddenly shes not yo hoe no mo,0,Women
1089815734950264832_twitter,it so funny to me that whoever hates on tøp the clique will find them and play along kdkjskjssjk,0,None
14418608_gab,but things are evolving i think they would now look what those blm sheboons did to bernie,1,Other
15205412_gab,you watch harry this half breed american adopt some random nigger from africa now,1,African
9045150_gab,why the surprise he is protecting is fellow mudslimes,1,Arab
1178682183109812224_twitter,also tuca and bertie,0,None
25051192_gab,i wreck every argument you make so you call me dumb lol ok kike,1,Jewish
1178329461516886026_twitter,to calm my nerves i flame ah backwood up now im like ching chong 😌 🍃 🌬,1,Asian
1179092254129942528_twitter,<number> my adoptive mom also went nuts all the time when i was a child and would chase me around the house to hit me or lock me outside sometimes making me sleep in the cold this caused me to date similarly abusive women,0,None
14691844_gab,just sit and fucking listen <number> roy moore will win <number> msm will proclaim the end of the republican party <number> a nigger will get shot by a white cop or someone will claim to be sodomized by an old jew the world will go on,1,African
24282917_gab,twenty men translation shitskin invaders,1,Other
13338524_gab,lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger lol nigger,1,African
17188770_gab,i found a hasbara kike everyone,1,Jewish
9656529_gab,sunny day keep the muzzies at bay 😎 👌,1,Islam
15718894_gab,mudsharks set the movement back more than anything just having female leaders sets us back let alone being both female and a nigger lover wn is diametrically opposed to race mixing richard spencer is way better than her she wallows in the mud,1,Other
15337734_gab,👍 more offensive words pocontas thug goatfucker rocketman illegal merry christmas crackitute pizzagate,1,Other
14589613_gab,tell me again why the bronze medalist muzzy was given this honor white privilege,1,Islam
17646823_gab,normally i just ignore gop solicitations but i really should start returning them with a note that says fuck you ask one of your pet beaners for some money,1,Hispanic
21519792_gab,plus the media knew in the <number> how bad paedophilia sexual abuse and rape was within westminster and the paki community special branch set up pie especially to spy on and blackmail psedophile ministers saying they e only just found out is a complete fucking lie,0,None
25843233_gab,they are probably all homos anytime a guy acts all tough overcompensating comes to mind plus their behavior puts them in a locked facility surrounded by all males buncha queers whose parents failed to beat the living crap out of em when they were kids overly permissive absent parents,1,Homosexual
21150244_gab,lot longer than just the <number> years of the skinny nigger faggot traitor try going back to mccarthy who was right,1,African
1178877345190596609_twitter,<user> <user> <user> you must understand dear media is under globalist and globalist wants civil war in the world that why they using islamists ppl in europe against white n india also,0,None
1179100365209227264_twitter,i feel like me saying i wanna be a teacher and then in the same breath being like grammar is a fucking joke gives a lot of white boomers whiplash,1,Other
1178803080583946242_twitter,<user> the adl does not think it okay to be white simplified,0,None
1179105477638139904_twitter,being told by a straight white sketch instructor that my content was too gay too muslim when only one sketch was about a gay person and none were about muslims yum happy tuesday to my qpoc comedy babes,0,None
1179035033308401664_twitter,you niggers need to calm down,1,African
1178882815259222017_twitter,<user> you are not white bitch,1,Other
1179074380720201729_twitter,i stole a parking spot from a white boy this morning happy october 🧡 🍂 ✨,0,None
1179073524364910592_twitter,<user> it just the way u called her a dry ass white bitch it so funnyajjsjdhdh,0,None
24050890_gab,we will get them back the gindu mussie group or the anti american lefty antif group will find a place and time to return them,0,None
1178713808510078979_twitter,<user> <user> <user> <user> imagine making fortnite references to insult someone i can tell ur a mad <number> year old that scams for accounts i hope ozzy gets raped by ur snobby carer,0,None
1178978414503415813_twitter,<user> i fucking hate you ziad,0,None
11754870_gab,i hear people say that <user> enjoys watching his wife fuck <number> foot five somalian nigger bucks while he masturbates in the corner onto a copy of old man war,1,African
1179082906108608513_twitter,<user> o mere pseudo liberal there is diff between refugee and illegal immigrant,0,None
8145373_gab,sall good i do the same anything form chicongo is usually black or wetback,1,African
24110538_gab,go back to mexico you spic neocon le <number> nationalism,1,Hispanic
21342377_gab,fagrepublic ireland south african nigger ordered to be deported and awarded <money> scholarship,1,African
1178706365289816065_twitter,<user> <user> i am stating that someone who is homophobic cannot play a queer character,0,None
1178761983262412801_twitter,<user> what about the women that have accused you of sexual harassment and raped should not you be meeting them impeachment now,0,None
1179096453223874560_twitter,<user> <user> <user> tahir gora of tag tv discussed d same issue intodays programme as well how ppl of pak origin becomes jihadi these days they r threatening them in canada these days,0,None
1179104489745321987_twitter,<user> ok this is retarded i kinda expected a more obscure topic not that fucking garlic ain t onions,0,Other
1178769745878945792_twitter,maybe if elite gave us some dykes they would get a 4 th season,1,Homosexual
23697018_gab,the only thing that makes a black ghetto as stinking black men selling drugs and committing crime because it cool and it in the hood these f coons who destroy society should be executed worthless s* screwing <censored> up societies throughout the world f***ing <censored> nigga c**ts <censored>,1,African
1178852744372858885_twitter,what day all you all niggers going to albany fuck it i am there,1,African
1179080024302899200_twitter,<user> need burnol btw u seem to be literate enough to read the word refugee in that sentence and if you cant may allah subhanu wata ala help you,0,None
3R15W654VDU3E3AT59T7MSYA0JRQLR_nf_1,how is it possible that a great white nation like the mighty us vote for a half nigger muslim twice what f***g <censored> legacy is that israel and trump still kiss muslim ass genociding indigenous white folks for wealth and power people voting are sickening more sickening then their masters alt right,1,African
1179100754747023361_twitter,ok these are not remaining funny alas nonbinary culture is reading a queer sf f novel and getting hopeful when a character is referred to as they only to realize they will be gendered later 🙄 🤦 ‍ ♂️,0,None
1178804705436168192_twitter,<user> i have never had it lmao 👀 glad i did not,0,None
1178713178936676354_twitter,btw she also said that hitler dindu nuffin,0,Other
18964489_gab,wow some girl seriously fucked you up dude my wife respects and loves me never happen i did not pick a whore i love that the only argument you have is some elaborate imaginary scenario that includes nigger cock very telling,1,African
9090098_gab,obombya put al the muzzies up along the border washington state idaho montana north dakota minneapolis wisconsin michigan ohio upper new york state and maine yes we need a northern border wall but it needs to be in south dakota iowa kentucky and run all along the california eastern border,1,Other
19624391_gab,look a muzrat put out a mat for your dogs to shit on,1,Islam
25282597_gab,hmm wow cant say im cool with that you guys will have to drop that kike or im out tbh <user> ‍ <user> ‍,1,Jewish
12665947_gab,talking with coworkers about niggerball and the nigger felon league one coworker says all i know is you are supposed to stand for the flag and kneel for the cross and my boss responds with i do not do either one,1,African
1179056053507514370_twitter,the homos are finally getting married this wedding season is about to be queered up make my queer little heart glad,0,None
1179051572795453440_twitter,<number> it my birthday this month the supreme court is also hearing an important case starting <number> <number> re if someone can be fired for being lgbtq please do something nice for the queer folx in your life do not have any block and report homophobes on twitter there are plenty,0,None
1179039698309697536_twitter,me listening to fag by <user> any other femmes out there get called lesbian by cis boys in high school and vehemently denied it but now you are a raging queer just me k,0,None
1178871873465131008_twitter,<user> extreme butoden budokai tenkaichi are good but a lot of the newer stuff including battle of z is just really bad because of the art style never really liked tadayoshi yamamuro new art style they all look shiny and stiff with very boring poses,0,None
18815358_gab,there is nothing a woman desires more than being brought to heel if white westerners will not do it then they will defect to the muzzrat savages who will it as simple as that,1,Islam
1179089592819032069_twitter,yeah they should have used kfc bombs to disperse all the nigger chimpouts recently brah <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> pepe makes a run on baltimore in his ju <number> n nigger buster,1,African
1179032327462277120_twitter,trump is big faggot,1,Homosexual
1178841981721677824_twitter,all you gotta say is fuck me then it gon always be fuck you too 💯,0,None
1179050257000341504_twitter,sometimes i feel sorry for frail old white people and then i remember they d probably call me a faggot and my dad a terrorist so then i am ok 😌,0,None
11266728_gab,i disagree mcgregor did what he could early on and whooped the shit out of the nigger for half the fight he was winning on the scorecard until midway through round <number> but he just could not get the murder punch in there to end it early so he gassed out,1,African
6893433_gab,it sad when innocent whites die it not sad when subversive self hating whites die she was helping nonwhite moslem illegals stay in the country thereby acting against white interests she was killed by an illegal nonwhite moslem migrant it poetic,1,Refugee
23785295_gab,already millions looking at him saying he is a kike shill moron he out in <number>,1,Jewish
22703602_gab,communist muzzrats and jews together,1,Islam
18099370_gab,unconfirmed backstory white girl refers to black girl as nigger on facebook black girl responds to prove her wrong,0,None
12295238_gab,moslem 1 st lady,0,None
25969499_gab,the british royal family just accepted a nigger into the blood line normies clearly harry is in love with his bride it is a beautiful thing god damn it why did not the british listen to mosley,1,African
19545698_gab,african american olympian boycotts opening ceremonies because he wasn t chosen to carry flag boo hoo nigger,1,African
25580645_gab,too many kike trolls on gab trying to trigger the goyim,1,Jewish
18033237_gab,at least he is human kike rat,1,Jewish
1179075463920148481_twitter,<user> <user> <user> <user> in the newspapers the guy used a samurai sword school attacks with samurai swords are really specific morné harmse white nerdy terrorist killed african people anton lundin pettersson white nerdy terrorist hate crime adam lanza white nerdy terrorist sexism,0,None
1178628245681512448_twitter,can my white kpop stanning friends pls stop fetishising asians it so ugly and yall be making people uncomfy,0,None
26892268_gab,beadle a muzzie loving moron,1,Islam
1179091701941653505_twitter,<user> and why you broke your silence after a year of your harassment is not it strange angeza that meesha was harrased and she reported and blamed ali one year later i mean she realized after one year that she has been harrased or she was a child,0,None
23086085_gab,weev and ricky go way back therefore trs is required to do whatever the midget kike and his anti white faggot buddy want,1,Jewish
1178075758935150592_twitter,i remember i called this guy a towel head for saying sandn*gger <censored> and he got my acct suspended 😔,1,Other
1179083942261080064_twitter,this patient is like x school is full of black people ghetto stop right there bitch self hating fuck you do not get a free pass to say racist shit because you are half black,0,None
1179005332619743233_twitter,some nigga got mad at me that i did not respond to his snap last night i woke up to a damn fuck you too i am just wondering do dudes think this works like do they think i am gunna change my mind now idgi,0,None
6780068_gab,on the advice of kike snake in law kushnah trump appointed neo cohen war monger assholes like mattis dothead haley and tonight was the predictable result,1,Other
12544784_gab,hey niglets when your jew team owners see you go down on your knees do not be surprised when you find out how small their pps are might want to suck your thumb for practice,1,African
26226646_gab,if the israhellies can shoot pallis attacking the border why can we not machine gun the beaners at our border why the double standard el presidente,1,Hispanic
18204254_gab,word of the day indolent use in a sentence congressman <user> <user> ‍ is an indolent nigger who confirms affirmative action was never competency based parents help mefa make english fun again is school for your kids,1,African
8041761_gab,i hope there a pig farm nearby or at least someone should bury some pig carcasses on where they are going to build those moslem structures,1,Islam
1178417116631822336_twitter,i love white women,0,None
1177951117780504576_twitter,pride makes you faggot,1,Homosexual
1177890061817397249_twitter,breona that my dyke 🤣,0,Other
1178829885361360896_twitter,the chicken head is my fav dance idc i am ghetto lol,0,None
1179039637123354624_twitter,religiously speaking muslim women the best women reason i can no longer identify w christianity,0,None
13470886_gab,this dipshit libtard let us his muzzie gf tell him what to do america was good to you you dumbfuck,1,Islam
20044841_gab,this guy thinks uk police pms mps councillors actually do their jobs <number> million white children raped by pakis numbers covered up by those above not doing their jobs,0,None
5081338_gab,transgenderism is a fantastic away to remove queers from the gene pool,1,Homosexual
12994697_gab,any wonder police farces do not investigate pedos when labour cover up moslem pedo rape gangs tory criticise for investigating a former pm pedo rapist well documented on internet that edward heath was a gay pedo probably why he lied over eu ref <number> likely blackmailed by eu globalists,1,Islam
22432428_gab,says the woman who makes an internet nigger of herself thats great that is,1,African
9623368_gab,a radical moslem wants to behead you a moderate moslem wants a radical moslem to behead you,1,Islam
22498744_gab,djt will go down as a great president if the next <number> are like the 1 st year george washington was the greatest ever and none since will unseat his legacy ovomit the fag muzzie was the worst ever and jimmy carter the 2 nd worst ever,1,Other
25172639_gab,and congress went along with everything the muzrat traitors wanted,1,Islam
16199191_gab,they are called liberals and we are called nazis by the msm mediacrats misapplication of terms began in 1 9 6 0 during vnw weathermen underground communists bill ayers and his bitch bernadine dohrn who schooled frank marshall davis son obama fathered with a mudshark porn hoe,1,Other
26900840_gab,nigger women asian women gipsy women arab women they all wanna be white they all imitate us,1,Other
1179050447082004480_twitter,she is gay,0,Homosexual
1178856832074424325_twitter,andy dalton is a fucking bitch disgrace to the name,1,Women
1178926649422864384_twitter,peppered cheeses made my son gay,1,Homosexual
1179056757168955392_twitter,<user> the bad bitch life is not for everyone,0,None
13502199_gab,conversely without it a stupid field nigger sans chapeau,1,African
14288558_gab,do not leave out the kike bolshevik revolution bodycount of <number> million hitler was a christian,1,Jewish
1178887585831280640_twitter,woke up to ncr propaganda spray painted onto my trailer this means war kimball you gay faggot,1,Homosexual
1178361474558943232_twitter,<user> <user> you can also decide not to like the niggeress too 🤷 🏽 ‍ ♀️,1,African
1178755164867563521_twitter,can eme*y <censored> stop clapping the hook nose prick,0,None
1179103946037530624_twitter,<user> <user> are you of the thought that a beaten woman is deserving if she provokes her partner or that women by wearing skimpy clothes provoke and deserve to be raped provocation is no excuse,0,None
1179094831894806528_twitter,<user> hi adrian i d love to send you a review copy of my weird little picture book for grown ups about mental health and dog rescue it the story of a queer woman me navigating c ptsd triggers and childhood trauma to help herself and her sweet rescue dog heal,0,None
1179040879350149120_twitter,<user> <user> this is not against muslims the illegal immigrants are from bangla desh and they are muslims if a non muslim comes from bangla desh then he is coming not for rozi roti but for freedom from religious atrocities so he will be a refugee,0,None
19570873_gab,brampton ontario so a muzzie takes an arab to court not a punchline do canadians really welcome all cultures not anymore not landlords or dentists or medical people or schools because theyre all being sued canada calgary edmonton vancouver winnipeg regina halifax toronto montreal saskatoon victoria immigrants migrants,0,None
22031871_gab,brits still calling mudslimes asians,1,Islam
6615711_gab,they did not seem to mind when bull dykes were rolling them across wh lawn during the past <number> yrs,1,Homosexual
27706338_gab,<user> please excuse the language i think the word nigger does not pertain to every black person if i have to hear it be used in this shit crap they call music nowadays it open for use,0,African
23569126_gab,<user> that is too funny i want to delete my jesus nigger thing and be something similar douglasvaughn <user>,1,African
18346631_gab,follow <user> he a good goy who physically removes antifa and frequently gets banned from kike social media previous post was wrong account,1,Jewish
12131802_gab,trump is a fucking kike liar,1,Jewish
1178655082973237248_twitter,<user> disarming people genocide of <number> million jews <number> million armenians <number> million white christian russians <number> million chinese,0,None
1178704722343219200_twitter,<user> i d get raped for a rational debate,0,None
1178931907536535558_twitter,<user> i prayed for you today your life means a lot so he should give you your heart desire before you kill yourself,0,None
1178491915894956033_twitter,they playing a lot of ethnic music at this white ass wedding,0,Caucasian
1178695205651976199_twitter,<user> well we have the weapons imprisoned immigrants are now law breaking and dirty the white supremacists are doing their part by providing multiple atrocities we have the belligerent blowhard we have simmering anger with the income inequality what are we missing,0,None
1178712263105974275_twitter,white boys and ghetto white girls make me sick i can not stand you all,1,Caucasian
19992616_gab,such a pussy faggot nigger lover,1,African
23400679_gab,im the gay one nigger you the one fucking my ass,1,African
19208151_gab,i here what your saying it just so annoying being at the end of this kike rabbit hole and not being able to do anything about it,1,Jewish
2693514_gab,<user> i am just worried is all lots of jew news fake news out there signalling a 3 rd term for the gay jew muslim jigaboo and his marxist kike administration,1,Other
2956214_gab,just once i d like to see or hear on the news about a moslem business being sued by gays why is it always the christian businesses is it because they do not threaten to kill gays by beheading or throwing them off tall buildings,1,Other
5553846_gab,twitter ban for telling paul nuttall he a muzzie loving cunt,1,Islam
18740102_gab,frankly patrician i have always wanted to tease him in with nothing but sex on his mind and then skewer both his testicles with an icepick premier kike propagandist that he is,1,Jewish
17404475_gab,for everyone that has untreated add <user> is literally a gook away from riches you can not even understand yet it all shenanigans and shitposting until them slant eyes wake up,1,Asian
20511572_gab,islam 💩 caliphate 💩 isis 💩 muslim 💩 al qaeda 💩 sharia law 💩 jihad 💩 all the same family most moslem believe isis sharia law are in compliance with islam do not believe what they tell you believe what you see,1,Islam
1172231501657923586_twitter,i hate you so much right now for bringing that damn bacteria back to the tl <user> literally looks like a bottled yeast infection,0,None
1185054134929514497_twitter,on god some of you niggas need to be euthanized and hung no cap straight fucking incels,0,None
1170067182069473282_twitter,oh look the refs a nigger again,1,African
1087260795602329600_twitter,the server has chosen loyal hoe jiujiu over wormy man lets try to make charms,1,Women
21716968_gab,why was that muzrat pos in austin who vetted him,1,Other
6275765_gab,he said with a mouthful of nigger jew dick,1,African
18090053_gab,hell no send them <number> a moslem country,1,Islam
12977861_gab,larry says <date> at <time> a closet raghead is certainly a possibility i would not rule out and where in the philippines is the girlfriend originally from if she from zamboanga or cotabato that would raise a big red flag because that raghead territory,1,Other
18350822_gab,no one cares kike,1,Jewish
15204821_gab,nope jews protect soros you go after the everyday normal kike make them cry out in pain as they strike you we need to make jews afraid again,1,Jewish
1178871387542425600_twitter,got oomf to like jihadi by azealia i win,0,None
5806927_gab,at least the foreign queers are figuring it out now,1,Homosexual
1178888618460491776_twitter,<user> fuck these niggers up,1,African
